ID;ChEMBL ID;SMILES;Standard Type S1R Receptor;Relation S1R Receptor; S1R Binding Affinity (nM);Standard Type S2R Receptor;Relation S2R Receptor;S2R Binding Affinity (nM);Relation Ratio  S1R/S2R;Ratio  S1R/S2R;Log Ratio  S1R/S2R; S1R Binding Affinity [-log( S1R Binding Affinity (M))];S2R Binding Affinity [-log(S2R Binding Affinity (M))];LogP;pKaH;LogD[pH=7.4];Topological Polar Surface Area;Molecular Weight;Hydrogen Bond Donor Count;Hydrogen Bond Acceptor Count;Atom Count;Description S1R Binding Procedure;Description S2R Binding Procedure;Formulation;SMILES (Formulation);Binding Affinity Assessments for S1R and S2R Receptors;Stereochemistry;Notes;Lipinski;logP-CNS MPO;logD-CNS MPO;HBD-CNS MPO;PSA-CNS MPO;MW-CNS MPO;pKa-CNS MPO;CNS MPO score;Reference;Reference Article Compound Key and/or Preferred Name;Journal;year;volume;issue;first;last;Authors;title;Standard Type Sigma-1 Receptor_1;Relation Sigma-1 Receptor_2;Sigma-1 Binding Affinity (nM)_3;Standard Type Sigma-2 Receptor_4;Relation Sigma-2 Receptor_5;Sigma-2 Binding Affinity (nM)_6;Relation Ratio Sigma-1/Sigma-2_7;Ratio Sigma-1/Sigma-2_8;Reference_9;Reference Article Compound Key or Preferred Name;Other References;Other Reference Article Compound Key or Preferred Name;Description Sigma-1 Binding Procedure_10;Description Sigma-2 Binding Procedure_11;Formulation_12;Smile (Formulation);Other Reference Article Compound Key and/or Preferred Name
S2RSLDB519;CHEMBL61461;FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OC2=C(O3)C=CC=C2)C2=CC=CC=C12;IC50;=;430;IC50;=;270;=;1592592593;202104691;6366531544;6568636236;713;878;574;2663;4565512;0;3;63;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;HCl salt;Cl.FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OC2=C(O3)C=CC=C2)C2=CC=CC=C12;Single assessment;;;1;0;0;1;3315;217244;61;2158744;J Med Chem 1995, 38, 2009-17;3d;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB520;;CSC1=CC=CC(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC=C2)=C1;Ki;=;133;Ki;=;84;=;1583333333;199572355;7876148359;8075720714;518;802;447;4157;396546;1;3;56;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Free base;[H][C@]1(C[C@@H]2CCC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=CC(SC)=CC=C1;Single assessment;;;1;0;0;75;1;51727;99;325727;Med Chem Res 2001, 10, 339-355;4m;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB521;;CC1=CC=CC(C)=C1C1CCC(=CC1)N1CCN(CC1)C1=NC=CC=C1;Ki;=;177;Ki;=;113;=;1566371681;194894823;6752026734;6946921557;522;808;446;1937;3474965;0;3;55;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates without cerebellum incubated with [3H](+)-pentazocine (34 Ci/mmol);Ki values for sigma-2 receptors were measured on rat liver membranes using [3H]-DTG (30 Ci/mmol) as the radioligand in the presence of 1 μM (+)-pentazocine;2xHCl Salt;Cl.Cl.CC1=CC=CC(C)=C1C1CCC(=CC1)N1CCN(CC1)C1=NC=CC=C1;Single assessment;;;1;0;0;1;0;7625175;96;27225175;J Med Chem 2008, 51, 7523-31;35;Journal of medicinal chemistry;2008;51;23;7523;7531;"Berardi, F.; Abate, C.; Ferorelli, S.; de Robertis, A. F.; Leopoldo, M.; Colabufo, N. A.; Niso, M.; Perrone, R.,";Novel 4-(4-aryl)cyclohexyl-1-(2-pyridyl)piperazines as Delta(8)-Delta(7) sterol isomerase (emopamil binding protein) selective ligands with antiproliferative activity.;;;;;;;;;;;;;;;;;
S2RSLDB522;CHEMBL339281;OC(CN1C2CCC1CC(C2)C1=CC=CC=C1)C1=CC=C(Br)C=C1;Ki;=;1749;Ki;=;1128;=;1550531915;19048071;7757210191;79476909;485;963;263;2347;386325;1;2;48;Sigma-1 binding assays were performed on guinea pig brain membranes incubating with [3H]-(+)-pentazocine;The sigma-2 binding assays were carried out in rat liver membranes incubated with [3H]DTG in the presence of 100 nM (+)-pentazocine;HCl Salt;Cl.OC(CN1C2CCC1CC(C2)C1=CC=CC=C1)C1=CC=C(Br)C=C1;Single assessment;;;0;75;685;75;1735;568375;185;2436875;J Med Chem 1997, 40, 3905-14;10i;Journal of medicinal chemistry;1997;40;24;3905;3914;"Efange, S. M.; Kamath, A. P.; Khare, A. B.; Kung, M. P.; Mach, R. H.; Parsons, S. M.,";N-hydroxyalkyl derivatives of 3 beta-phenyltropane and 1-methylspiro[1H-indoline-3,4'-piperidine]: vesamicol analogues with affinity for monoamine transporters.;;;;;;;;;;;;;;;;;
S2RSLDB523;CHEMBL1188789;COC1=CC2=C(C=C1)C(CCCN1CCCCC1(C)C)CCC2;Ki;=;178;Ki;=;115;=;1547826087;189722162;6749579998;693930216;526;1034;243;1247;3154928;0;2;56;Displacement of [3H](+)-pentazocine (34 Ci/mmol) from sigma-1 receptor in guinea pig brain membranes;Displacement of [3H]DTG (30 Ci/mmol) from sigma-2 receptor in rat liver membranes in the presence of 1 μm of (+)-pentazocine;HCl Salt;Cl.COC1=CC2=C(C=C1)C(CCCN1CCCCC1(C)C)CCC2;Single assessment;;;1;0;785;1;0;922536;0;2707536;J Med Chem 2005, 48, 8237-44;13;Journal of medicinal chemistry;2005;48;26;8237;8244;"Berardi, F.; Ferorelli, S.; Abate, C.; Pedone, M. P.; Colabufo, N. A.; Contino, M.; Perrone, R.,";Methyl substitution on the piperidine ring of N-[omega-(6-methoxynaphthalen-1-yl)alkyl] derivatives as a probe for selective binding and activity at the sigma(1) receptor.;;;;;;;;;;;;;;;;;Cent Nerv Syst Agents Med Chem 2009, 9, 205-19, Bioorg Med Chem 2013, 21, 1865-9 60 13
S2RSLDB524;CHEMBL1649601;OC1(CCN(CCCC(OC(=O)CCCC2=CC=CC=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1;Ki;=;162;Ki;=;105;=;1542857143;188325715;6790484985;6978810701;674;894;519;4977;52407;1;3;72;Binding affinity for sigma-1 receptor was estimated using homogenates of guinea pig membranes (500 μg protein) incubated with 3 nM [3H]-(+)-pentazocine (29 Ci/mM);Binding affinity towards sigma-2 receptor was performed using guinea pig brain membranes (360 μg protein) incubated 3 nM [3H]DTG (53.3 Ci/mM) in the presence of 400 nM (+)-SKF10,047;Free base;OC1(CCN(CCCC(OC(=O)CCCC2=CC=CC=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1;Single assessment;;;2;0;0;75;1;0;53;228;Eur J Med Chem 2015, 90, 1-9;(±)-MRJF4;European journal of medicinal chemistry;2015;90;;1;9;"Sozio, P.; Fiorito, J.; Di Giacomo, V.; Di Stefano, A.; Marinelli, L.; Cacciatore, I.; Cataldi, A.; Pacella, S.; Turkez, H.; Parenti, C.; Rescifina, A.; Marrazzo, A.,";Haloperidol metabolite II prodrug: Asymmetric synthesis and biological evaluation on rat C6 glioma cells.;;;;;;;;;;;;;;;;;
S2RSLDB525;;O[C@@H]1CC2=C(C=CC=C2)C[C@H]1N(CC3)CCC3N4CCCCC4;Ki;=;248;Ki;=;161;=;1540372671;187625805;6605548319;6793174124;255;743;-52;2671;314473;1;3;53;Binding affinity for sigma-1 receptor was estimated using homogenates of rat cortical membranes incubated with [3H]-(+)-pentazocine;Binding affinity towards sigma-2 receptor was estimated using homogenates of rat liver membranese incubated [3H]DTG in the presence of 1 μM of dextrallorphan;;O[C@@H]1CC2=C(C=CC=C2)C[C@H]1N(CC3)CCC3N4CCCCC4;Single assessment;;;0;1;1;75;3355;927635;1;5013135;Eur J Med Chem 2015, 100, 50-67;(±)-9j;European journal of medicinal chemistry;2015;100;;50;67;"Barthel, C.; Sorger, D.; Deuther-Conrad, W.; Scheunemann, M.; Schweiger, S.; Jackel, P.; Roghani, A.; Steinbach, J.; Schuurmann, G.; Sabri, O.; Brust, P.; Wenzel, B.,";New systematically modified vesamicol analogs and their affinity and selectivity for the vesicular acetylcholine transporter - A critical examination of the lead structure;;;;;;;;;;;;;;;;;
S2RSLDB526;;CCCCC1=CC=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC=C2)C=C1;Ki;=;405;Ki;=;264;=;1534090909;185851096;7392544977;7578396073;64;802;569;4157;4065604;1;3;64;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Free base;[H][C@]1(C[C@@H]2CCC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=CC=C(CCCC)C=C1;Single assessment;;;1;0;0;75;1;467198;99;3207198;Med Chem Res 2001, 10, 339-355;4l;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB527;CHEMBL1289628;OC1CN(CCCS(=O)(=O)C2=CC=CC=C2)CCC2=CC(O)=CC=C12;Ki;>;1000;Ki;=;653;>;1531393568;185086819;6;6185086819;187;66;181;7784;361455;2;5;48;Displacement of [3H](+)-pentazocine from sigma-1 receptor guinea pig brain;Displacement of [3H]DTG from sigma-2 receptor rat liver membranes in the presence of (+)-Pentazocine;Free base;OC1CN(CCCS(=O)(=O)C2=CC=CC=C2)CCC2=CC(O)=CC=C12;Single assessment;;;0;1;1;5;1;692725;1;5192725;Bioorg Med Chem 2010, 18, 8005-15;27;Bioorganic & medicinal chemistry;2010;18;22;8005;8015;"Tewes, B.; Frehland, B.; Schepmann, D.; Schmidtke, K. U.; Winckler, T.; Wunsch, B.,";Conformationally constrained NR2B selective NMDA receptor antagonists derived from ifenprodil: Synthesis and biological evaluation of tetrahydro-3-benzazepine-1,7-diols.;;;;;;;;;;;;;;;;;
S2RSLDB528;CHEMBL1289732;OC1CN(CCC2=CC(O)=CC=C12)C1CCC2(CC1)OCCO2;Ki;>;1000;Ki;=;658;>;1519756839;181774106;6;6181774106;138;901;11;6216;3193954;2;5;48;Displacement of [3H](+)-pentazocine from sigma-1 receptor guinea pig brain;Displacement of [3H]DTG from sigma-2 receptor rat liver membranes in the presence of (+)-Pentazocine;Free base;OC1CN(CCC2=CC(O)=CC=C12)C1CCC2(CC1)OCCO2;Single assessment;;;0;1;1;5;1;903023;495;4898023;Bioorg Med Chem 2010, 18, 8005-15;29;Bioorganic & medicinal chemistry;2010;18;22;8005;8015;"Tewes, B.; Frehland, B.; Schepmann, D.; Schmidtke, K. U.; Winckler, T.; Wunsch, B.,";Conformationally constrained NR2B selective NMDA receptor antagonists derived from ifenprodil: Synthesis and biological evaluation of tetrahydro-3-benzazepine-1,7-diols.;;;;;;;;;;;;;;;;;
S2RSLDB529;CHEMBL272610;O=C1OC2=C(C=CC=C2)N1CCCCCCN1CCN(CC1)C1CCCCC1;Ki;=;46;Ki;=;306;=;1503267974;177036405;8337242168;8514278574;433;947;227;3602;3855429;0;4;63;Displacement of 5 nM [3H](+)-pentazocine from rat brain homogenates sigma-1 receptor;Displacement of 3 nM [3H]DTG in the presence of 300 nM (+)-pentazocine from rat brain sigma-2 receptor;2xHCl Salt;Cl.Cl.O=C1OC2=C(C=CC=C2)N1CCCCCCN1CCN(CC1)C1CCCCC1;Single assessment;;;0;335;865;1;801;5722855;265;38382855;J Med Chem 2008, 51, 1482-6;5i;Journal of medicinal chemistry;2008;51;5;1482;1486;"Mesangeau, C.; Narayanan, S.; Green, A. M.; Shaikh, J.; Kaushal, N.; Viard, E.; Xu, Y. T.; Fishback, J. A.; Poupaert, J. H.; Matsumoto, R. R.; McCurdy, C. R.,";Conversion of a highly selective sigma-1 receptor-ligand to sigma-2 receptor preferring ligands with anticocaine activity.;;;;;;;;;;;;;;;;;US2014-0328755 SN-48 WO2009026227 US 2010/0329978
S2RSLDB530;CHEMBL1962670;CC1(C)CCCN(CCCC2=C3C=COC3=CC=C2)C1;Ki;=;635;Ki;=;423;=;1501182033;176433358;7197226275;7373659633;44;988;196;1638;2713972;0;1;45;Displacement of [3H]-(+)-pentazocine from sigma-1 receptor in guinea pig brain membranes without cerebellum;Affinities of the ligands for sigma-2 sites were determined in rat liver using [3H]DTG in the presence of a saturating concentration of dextrallorphan;HCl Salt;Cl.CC1(C)CCCN(CCCC2=C3C=COC3=CC=C2)C1;Single assessment;;;0;3;1;1;0;1;6;336;Bioorg Med Chem 2011, 19, 7612-22;16;Bioorganic & medicinal chemistry;2011;19;24;7612;7622;"Ferorelli, S.; Abate, C.; Pedone, M. P.; Colabufo, N. A.; Contino, M.; Perrone, R.; Berardi, F.,";Synthesis and binding assays of novel 3,3-dimethylpiperidine derivatives with various lipophilicities as sigma(1) receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB531;CHEMBL2432039;C(NC1C2C3CC4C5CC(C2C35)C14)C12C3C4C5C3C1C5C24;Ki;=;3;Ki;=;2;=;15;176091259;8522878745;8698970004;388;1016;128;1203;2774033;1;1;44;Binding affinity for sigma-1 receptor measured on rat brain homogenates incubated with [3H]-(+)-Pentazocine;Displacement of [3H]-DTG from sigma-2 receptor in rat PC12 cells;HCl salt;Cl.C(NC1C2C3CC4C5CC(C2C35)C14)C12C3C4C5C3C1C5C24;Single assessment;;;0;56;1;75;0;1;0;331;Bioorg Med Chem 2013, 21, 6038-52;9l;Bioorganic & medicinal chemistry;2013;21;19;6038;6052;"Banister, S. D.; Manoli, M.; Barron, M. L.; Werry, E. L.; Kassiou, M.,";N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as sigma receptor ligands with potential neuroprotective effects.;;;;;;;;;;;;;;;;;
S2RSLDB532;CHEMBL1822595;COC1=CC=CC2=C1CCCC2CCCN1CCN(CC1)C1CCN(CCCCCCNC2=CC=C(C3=NON=C23)[N+]([O-])=O)CC1;Ki;=;2570;Ki;=;1720;=;1494186047;174404676;5590066877;5764471553;562;981;202;11304;6338239;1;9;97;Displacement of (+)-[3H]-pentazocine (34 Ci/mmol) from guinea pig brain membranes without cerebellum sigma-1 receptor;Displacement of [3H]-DTG (30 Ci/mmol) in the presence of 1 μM (+)-pentazocine from rat liver membranes sigma-2 receptor;3xHCl Salt;Cl.Cl.Cl.COC1=CC=CC2=C1CCCC2CCCN1CCN(CC1)C1CCN(CCCCCCNC2=CC=C(C3=NON=C23)[N+]([O-])=O)CC1;Single assessment;;;2;0;99;75;235768;0;95;2070768;J Med Chem 2011, 54, 5858-67;7;Journal of medicinal chemistry;2011;54;16;5858;5867;"Abate, C.; Hornick, J. R.; Spitzer, D.; Hawkins, W. G.; Niso, M.; Perrone, R.; Berardi, F.,";Fluorescent derivatives of sigma receptor ligand 1-cyclohexyl-4-[3-(5-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl)propyl]piperazine (PB28) as a tool for uptake and cellular localization studies in pancreatic tumor cells.;;;;;;;;;;;;;;;;;
S2RSLDB533;;CCCCCCCC1=CC=C2N(CCCCN3CCN(CC3)C3CCCCC3)C(=O)SC2=C1;Ki;=;4376;Ki;=;2929;=;1494025265;174357942;7358922687;7533280628;728;945;524;2679;471741;0;4;78;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;2xHCl Salt;Cl.Cl.CCCCCCCC1=CC=C2N(CCCCN3CCN(CC3)C3CCCCC3)C(=O)SC2=C1;Multiple assessments;;;1;0;0;1;3395;141295;275;1755795;US2014-0328755;SN-57;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;Ki;=;3412;Ki;=;3139;=;1086970373;US2014-0328755;SN-55;"WO2009026227; US 2010/0329978";;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;2•HCl Salt;Cl.Cl.CCCCCCCC1=CC=C2N(CCCCN3CCN(CC3)C3CCCCC3)C(=O)SC2=C1;"WO2009026227 SN-57 US 2010/0329978 US2014-0328755 SN-55 WO2009026227; US 2010/0329978 SN-55"
S2RSLDB534;CHEMBL571767;COC1=CC=C(NC2=CC=C3C[C@@H]4C5CCCC[C@]5(CCN4CC4CC4)C3=C2)C=C1;Ki;=;109;Ki;=;73;=;1493150685;174103638;6962573502;713667714;571;1075;26;245;4025717;1;3;64;Sigma-1 receptor binding determined in cloned rat sigma-1 receptor using [3H]-(+)-pentazocine;Sigma-2 receptor binding determined in cloned rat sigma-2 receptor using [3H]DTG;HCl Salt;Cl.COC1=CC=C(NC2=CC=C3C[C@@H]4C5CCCC[C@]5(CCN4CC4CC4)C3=C2)C=C1;Single assessment;;;1;0;7;75;225;4871415;0;21621415;ACS Chem Neurosci 2014, 5, 93-9;5, (-)-MCL-609;ACS chemical neuroscience;2014;5;2;93;99;"Sromek, A. W.; Provencher, B. A.; Russell, S.; Chartoff, E.; Knapp, B. I.; Bidlack, J. M.; Neumeyer, J. L.,";Preliminary pharmacological evaluation of enantiomeric morphinans.;;;;;;;;;;;;;;;;;
S2RSLDB535;CHEMBL146659;CN1CCC2(CC1\C(=C/C1=CC=CC(Cl)=C1)C(=O)C2)C1=CC(O)=CC=C1;Ki;=;513;Ki;=;345;=;1486956522;17229827;7289882635;7462180905;44;795;389;4054;367869;1;3;48;Sigma-1 binding assays were performed on male Hartley guinea pig brain membranes incubating with [3H]-(+)-pentazocine;The sigma-2 binding assays were carried out in Male Sprague-Dawley rat liver membranes incubated with [3H]DTG in the presence of 100 nM (+) dextrallorphan;Perchlorate;O[Cl](=O)(=O)=O.CN1CCC2(CC1\C(=C/C1=CC=CC(Cl)=C1)C(=O)C2)C1=CC(O)=CC=C1;Single assessment;;;0;3;55;75;1;660655;1;3765655;J Med Chem 1995, 38, 4776-85;7;Journal of medicinal chemistry;1995;38;24;4776;4785;"Bertha, C. M.; Vilner, B. J.; Mattson, M. V.; Bowen, W. D.; Becketts, K.; Xu, H.; Rothman, R. B.; Flippen-Anderson, J. L.; Rice, K. C.,";(E)-8-benzylidene derivatives of 2-methyl-5-(3-hydroxyphenyl)morphans: highly selective ligands for the sigma 2 receptor subtype.;;;;;;;;;;;;;;;;;
S2RSLDB536;CHEMBL3306653;[Br-].CCN(CC)C1=CC=C2C=C(\C=C\C3=[N+](CCCCCC(=O)NCCCCCCOC4=CC=CC5=C4CCCC5CCCN4CCN(CC4)C4CCCCC4)C4=CC=CC=C4C3(C)C)C(=O)OC2=C1;Ki;=;235;Ki;=;161;=;1459627329;164241986;6628932138;6793174124;953;946;748;7736;1019244;1;6;154;Binding affinity for sigma-1 receptor measured on rat brain homogenates without cerebellum, (≈300 μg protein) incubated with [3H]-(+)-pentazocine (30 Ci/mmol);Binding affinity for sigma-2 receptor measured on rat liver membranes incubated with [3H]DTG (50 Ci/mmol) in the presence of 1 μM (+)-pentazocine;Bromide Salt;[Br-].CCN(CC)C1=CC=C2C=C(\C=C\C3=[N+](CCCCCC(=O)NCCCCCCOC4=CC=CC5=C4CCCC5CCCN4CCN(CC4)C4CCCCC4)C4=CC=CC=C4C3(C)C)C(=O)OC2=C1;Single assessment;;;2;0;0;75;1;0;27;202;J Med Chem 2014, 57, 3314-23;17;Journal of medicinal chemistry;2014;57;8;3314;3323;"Abate, C.; Niso, M.; Marottoli, R.; Riganti, C.; Ghigo, D.; Ferorelli, S.; Ossato, G.; Perrone, R.; Lacivita, E.; Lamb, D. C.; Berardi, F.,";Novel derivatives of 1-cyclohexyl-4-[3-(5-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl)propyl]piperazine (PB28) with improved fluorescent and sigma receptors binding properties.;;;;;;;;;;;;;;;;;
S2RSLDB537;;CC1=CC=C(C=C1)C(=O)C1=CC=C(CCCN(CCCN2CCN(CC2)C2CCCCC2)CC#C)C=C1;Ki;=;2525;Ki;=;1737;=;1453655728;162461564;7597738618;7760200182;657;946;351;2679;4997299;0;4;82;Binding affinity for sigma-1 receptor measured on rat liver membranes homogenates incubated with 10 nM [3H]-(+)-pentazocine (34.8 Ci/mmol);Sigma-2 receptor affinity has been evaluated in RT-4 cell membranes (15 μg protein per reaction) incubated with 10 nM [3H]DTG (58.1 Ci/mmol) in the presence of 100 nM of (+)-Pentazocine in 50 mM Tris-HCl;Free base;CC1=CC=C(C=C1)C(=O)C1=CC=C(CCCN(CCCN2CCN(CC2)C2CCCCC2)CC#C)C=C1;Single assessment;;;1;0;245;1;3395;13505;27;18558505;Chembiochem 2012, 13, 2277-89;15;Chembiochem : a European journal of chemical biology;2012;13;15;2277;2289;"Guo, L. W.; Hajipour, A. R.; Karaoglu, K.; Mavlyutov, T. A.; Ruoho, A. E.,";Development of benzophenone-alkyne bifunctional sigma receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB538;CHEMBL1199387;CC(OC1=CC=C(C=C1)C(C)(C)C)C(=O)OC1CC2CCC(C1)N2C;Ki;=;399;Ki;=;275;=;1450909091;161640202;6399027104;6560667306;411;939;213;3877;3454757;0;3;56;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates (500 μg of membrane protein) incubated with 3 nM [3H](+)-pentazocine (45 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on guinea pig brain membrane homogenates incubated with 3 nM [3H]DTG (31 Ci/mM) in the presence of 400 nM (+)-SKF 10 047 in 50 mM Tris-HCl;Maleate;OC(=O)\C=C/C(O)=O.CC(OC1=CC=C(C=C1)C(C)(C)C)C(=O)OC1CC2CCC(C1)N2C;Single assessment;;;0;445;935;1;9385;7726215;305;43961215;Arch Pharm (Weinheim) 2002, 335, 39-43;8;Archiv der Pharmazie;2002;335;1;39;43;"Prezzavento, O.; Gualtieri, F.; Marrazzo, A.; Romanelli, M. N.; Ronsisvalle, G.; Teodori, E.,";Sigma receptor binding profile of a series of analgesic tropane derivatives.;;;;;;;;;;;;;;;;;
S2RSLDB539;;CC(=O)N(CCCN1CCN(CC1)C1CCCCC1)C1=CC=CC=N1;Ki;=;353;Ki;=;246;=;143495935;156839598;6452225295;6609064893;218;94;19;3968;3444943;0;4;57;Binding affinity for sigma-1 receptor measured on guinea pig brain homogenates minus cerebellum incubated with [3H]-(+)-pentazocine (34 Ci/mmol);Binding affinity towards sigma-2 receptor binding site using [3H]DTG (30 Ci/mmol) of rat liver membrane homogenates in the presence of 1 μM of (+)-Pentazocine;Dioxalate;OC(=O)C(O)=O.OC(=O)C(O)=O.CC(=O)N(CCCN1CCN(CC1)C1CCCCC1)C1=CC=CC=N1;Single assessment;;;0;1;1;1;984;7775285;3;50615285;ChemMedChem 2012, 7, 1847-57;22;ChemMedChem;2012;7;10;1847;1857;"Abate, C.; Ferorelli, S.; Niso, M.; Lovicario, C.; Infantino, V.; Convertini, P.; Perrone, R.; Berardi, F.,";2-Aminopyridine derivatives as potential sigma(2) receptor antagonists.;;;;;;;;;;;;;;;;;
S2RSLDB540;;C[C@H]1CN(C[C@@H](C)N1CCCCN1C(=O)OC2=CC(=CC=C12)C(C)=O)C1=CC=C(F)C=C1;Ki;=;212;Ki;=;149;=;1422818792;153149593;7673664139;7826813732;406;879;266;5309;4395224;0;5;62;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;;;Single assessment;;;0;47;67;1;1;302388;605;4047388;US2014-0328755;CM-666;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;;;;;;;;;;;;;;;;;US 2010/0329978 CM-666
S2RSLDB541;CHEMBL107922;CN(CCN(C)CCN(C)CCC1=CC=C(Cl)C(Cl)=C1)CCN(C)CCN1CCCC1;Ki;=;227;Ki;=;162;=;1401234568;146510843;6643974143;6790484985;389;991;-152;162;472538;0;5;74;Guinea pig brain membranes (325-500 μg of protein) were incubated with 3 nM [3H]-(+)-pentazocine (51.7 Ci/mmol) in 50 mM Tris-HCl;Rat liver membranes (160-200 μg of protein) were incubated with 3 nM [3H]-DTG (39.4 Ci/mmol) in the presence of 1 μM unlabeled dextrallorphan;3xHBr Salt;Br.Br.Br.CN(CCN(C)CCN(C)CCC1=CC=C(Cl)C(Cl)=C1)CCN(C)CCN1CCCC1;Single assessment;;;0;555;1;1;0;13731;45;273731;J Med Chem 1994, 37, 314-21;7;Journal of medicinal chemistry;1994;37;2;314;321;"de Costa, B. R.; He, X. S.; Dominguez, C.; Cutts, J.; Williams, W.; Bowen, W. D.,";A new approach to the design of sigma-2-selective ligands: synthesis and evaluation of N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1- pyrrolidinyl)ethylamine-related polyamines at sigma-1 and sigma-2 receptor subtypes;;;;;;;;;;;;;;;;;
