"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5169925";"";"None";"151.21";"0";"1.15";"11";"CNCCc1ccc(O)cc1";"Kd";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"34.26";"0.64";"4.03";"16.06";"0";"CHEMBL5151763";"Binding affinity to sigma 2 receptor (unknown origin) assessed as dissociation constant by competitive binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5149999";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"";"BINDING AGENT";""
"CHEMBL53325";"";"None";"370.58";"0";"4.85";"PB28";"COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1";"Ki";"'='";"0.68";"nM";"9.17";"";"";"UO_0000065";"24.74";"0.46";"4.32";"58.35";"1";"CHEMBL5251993";"Binding affinity to sigma 2 receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247658";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";""
"CHEMBL5084426";"";"None";"534.52";"1";"4.35";"EUB0001548";"COc1cnccc1Nc1nc(-c2nn(Cc3c(F)cc(OCCO)cc3F)c3ccccc23)ncc1OC";"Inhibition";"'='";"13.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5058649";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2022";"None";"Compound concentration = 10.0 uM";"";""
"CHEMBL4228713";"A-1211212";"None";"896.51";"3";"9.44";"EUB0000263b";"CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1";"Ki";"'='";"1491.08";"nM";"5.83";"";"";"UO_0000065";"6.50";"0.13";"-3.61";"3.39";"0";"CHEMBL5213810";"Selectivity interaction (GPCR panel (PDSP screen)) EUB0000263b TMEM97";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"Literature data from EUbOPEN Chemogenomic Library";"";"2023";"None";"Selectivity Comments: CellTiter-Glo Luminescent Cell Viability Assay (BCL-XL dependent cell line H146): EC50 >5 µM, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-1211212; | Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 45.0 None | Selectivity Remarks: Screened at 10 µM (in-vitro potency) | Selectivity Source Knowledge: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-1211212";"";""
"CHEMBL4531775";"SR-321";"None";"512.58";"2";"5.91";"EUB0000711";"O=C(NCCCC1CCCCC1)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2C(F)(F)F)cc1";"Ki";"'='";"2887.53";"nM";"5.54";"";"";"UO_0000065";"10.81";"0.20";"-0.37";"7.29";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507315";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL4436917";"";"None";"433.58";"0";"2.58";"11; MRS7534";"CCSC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O";"Ki";"'='";"642.0";"nM";"6.19";"";"";"UO_0000065";"14.28";"0.28";"3.61";"5.88";"0";"CHEMBL4369934";"Inhibition of sigma receptor 2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368904";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";""
"CHEMBL4537673";"BAY-985";"None";"553.59";"1";"4.38";"EUB0000305b";"C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1";"Ki";"'='";"1155.57";"nM";"5.94";"";"";"UO_0000065";"10.72";"0.20";"1.56";"5.59";"0";"CHEMBL5213277";"Selectivity interaction (GPCR panel (PDSP screen)) EUB0000305b TMEM97";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"Literature data from EUbOPEN Chemogenomic Library";"";"2023";"None";"Selectivity Comments: CellTiter-Glo assay (Promega, proliferation in SK-MEL-2 cells): IC50 = 900 nM, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-985; CellTiter-Glo assay (Promega, proliferation in ACHN cells): IC50 = 7260 nM, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-985; | Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 45.0 None | Selectivity Remarks: Screened at 10 µM (in-vitro potency) | Selectivity Source Knowledge: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-985";"";""
"CHEMBL5182191";"";"None";"361.43";"0";"4.46";"19a";"COc1ccc(CN2CCC[C@H](OCc3ccc(F)c(C)c3)C2)cc1F";"Ki";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"19.12";"0.36";"2.45";"31.84";"0";"CHEMBL5250275";"Displacement of [3H]DTG from sigma-2 receptor in HEK293 cell membrane assessed as inhibition constant";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247621";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL5170381";"";"None";"357.40";"0";"4.02";"10a";"Fc1ccc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)cc1F";"Ki";"'='";"166.0";"nM";"6.78";"";"";"UO_0000065";"18.97";"0.36";"2.76";"16.48";"0";"CHEMBL5250275";"Displacement of [3H]DTG from sigma-2 receptor in HEK293 cell membrane assessed as inhibition constant";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247621";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL5272689";"";"None";"431.50";"0";"4.34";"24f";"Cc1cc(NC(=O)CN2CCC3(CCCN(Cc4ccc(F)c(F)c4)C3)C2)ccc1F";"Ki";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"17.03";"0.32";"3.01";"20.65";"0";"CHEMBL5250275";"Displacement of [3H]DTG from sigma-2 receptor in HEK293 cell membrane assessed as inhibition constant";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247621";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL1651534";"REDAFAMDASTAT";"2.0";"455.44";"1";"5.39";"EUB0000306";"O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1";"Inhibition";"";"91.31";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507297";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5077671";"";"None";"644.69";"2";"7.77";"143";"CCOC(=O)N1C[C@H]2C[C@@H]1C[C@@H]2c1ccc(-c2cc(C(=O)OCC(=O)N(C)C)cc3cc(-c4ccc(C(F)(F)F)cc4)ccc23)cc1";"Ki";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"9.08";"0.17";"-1.92";"7.69";"0";"CHEMBL5045598";"Inhibition of sigma 2 receptor (unknown origin) assessed as binding constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042543";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL5079207";"";"None";"498.57";"1";"5.34";"EUB0001555";"Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1-c1cccc(COc2ccc(C(=O)O)c(F)c2)c1";"Inhibition";"'='";"1.49";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5058642";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2022";"None";"Compound concentration = 10.0 uM";"";""
"CHEMBL43398";"";"None";"314.47";"0";"3.01";"13";"C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCN1CCCC1";"Ki";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"20.94";"0.39";"3.58";"24.65";"0";"CHEMBL5264049";"Displacement of [3H]DTG from sigma 2 receptor (unknown origin) assessed as inhibition constant incubated for 120 mins in presence of (+)-SKF10047 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260834";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5189334";"";"None";"449.60";"0";"4.46";"26a";"O=C(OCc1ccccc1)N1CCOCC1c1cccc(N2CCN(C3CCCC3)CC2)c1";"Ki";"'='";"33.11";"nM";"7.48";"";"";"UO_0000065";"16.64";"0.31";"3.02";"16.53";"0";"CHEMBL5164051";"Displacement of [3H](+)-ditolylguanidine from human sigma 2 receptor/TMEM97 transfected in human HEK293T cells assessed as inhibition constant in presence of (+)-pentazocine by radioligand competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154847";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL567175";"NALTRINDOLE";"None";"414.51";"0";"3.57";"Naltrindole";"Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314";"Ki";"";"";"";"";"";"ND";"";"";"";"";"";"0";"CHEMBL5116794";"Binding affinity to sigma 2 receptor (unknown origin) assessed as inhibition constant by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113446";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2022";"None";"";"";""
"CHEMBL289948";"";"None";"350.51";"0";"4.05";"15";"C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCN(C)c1ccccc1";"Ki";"'='";"124.0";"nM";"6.91";"";"";"UO_0000065";"19.70";"0.36";"2.86";"25.86";"0";"CHEMBL5264049";"Displacement of [3H]DTG from sigma 2 receptor (unknown origin) assessed as inhibition constant incubated for 120 mins in presence of (+)-SKF10047 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260834";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL288285";"";"None";"330.47";"0";"2.25";"11";"C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCN1CCOCC1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"19.74";"0.37";"4.27";"18.15";"0";"CHEMBL5264049";"Displacement of [3H]DTG from sigma 2 receptor (unknown origin) assessed as inhibition constant incubated for 120 mins in presence of (+)-SKF10047 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260834";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL4088272";"";"None";"282.39";"0";"4.15";"PDI44418";"CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1";"Ki";"'='";"1377.0";"nM";"5.86";"";"";"UO_0000065";"20.76";"0.38";"1.71";"20.02";"0";"CHEMBL5225132";"Binding affinity to human sigma 2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223132";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL5308262";"";"None";"528.62";"1";"2.20";"EUB0002234";"COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(-c3ccn(C)n3)c2)cs1";"Inhibition";"'='";"5.91";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5303766";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2022";"None";"Compound concentration = 10.0 uM";"";""
"CHEMBL2048623";"";"None";"526.63";"2";"5.66";"EUB0001554";"Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1-c1cccc(COc2ccc(CCC(=O)O)c(F)c2)c1";"Inhibition";"'='";"19.61";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5058642";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2022";"None";"Compound concentration = 10.0 uM";"";""
"CHEMBL4860225";"";"None";"413.48";"0";"3.46";"6c";"N#Cc1ccc(C(=O)NCc2ccccc2CN2CCc3cc(O)c(O)cc3C2)cc1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4822016";"Displacement of [3H]DTG from sigma2 receptor(unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";""
"CHEMBL1834199";"BI 99990";"None";"391.47";"0";"4.15";"EUB0000738";"CCC(=O)N[C@@H]1CC[C@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1";"Inhibition";"";"62.89";"%";"";"";"Slightly Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507280";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5187721";"";"None";"373.86";"0";"4.54";"10b";"Fc1cc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)ccc1Cl";"Ki";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"19.14";"0.38";"2.61";"17.39";"0";"CHEMBL5250275";"Displacement of [3H]DTG from sigma-2 receptor in HEK293 cell membrane assessed as inhibition constant";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247621";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL4580220";"BAY-3827";"None";"468.54";"1";"5.45";"EUB0000311";"CCc1ccccc1C(=O)Nc1n[nH]c2c(C)c(F)c(C3C(C#N)=C(C)N(C)C(C)=C3C#N)cc12";"Ki";"";"2818.38";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507319";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL4282264";"A-485";"None";"536.48";"1";"3.68";"EUB0000328";"CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O";"Inhibition";"";"50.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507259";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4536197";"A-486";"None";"536.48";"1";"3.68";"EUB0000326";"CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O";"Inhibition";"";"55.55";"%";"";"";"Slightly Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507259";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4538849";"BAY-179";"None";"417.54";"0";"4.07";"EUB0000752";"C1=CC2NC(CN3CCC(c4nc(-c5cc6ccccc6o5)cs4)CC3)=NC2N=C1";"Ki";"";"1096.48";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507313";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL5270434";"";"None";"271.40";"0";"3.84";"(+)-Pentazocine";"CC(C)=CN1CC[C@@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C";"Ki";"'='";"1542.0";"nM";"5.81";"";"";"UO_0000065";"21.41";"0.40";"1.97";"24.76";"0";"CHEMBL5225132";"Binding affinity to human sigma 2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223132";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL2170062";"";"None";"337.42";"0";"3.04";"S1RA; E-52863, MR309";"Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL5225132";"Binding affinity to human sigma 2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223132";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"";""
"CHEMBL4792070";"";"None";"359.99";"1";"7.06";"SR31747A";"CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"20.41";"0.40";"0.29";"226.75";"0";"CHEMBL5225134";"Displacement of [H3]DTG from sigma 2 receptor (unknown origin) by competition binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223132";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"BINDING AGENT";""
